#RA DEC XI ETA F475W F814W V VERR
11.465 41.816 0.584 0.549 25.056 21.212 -143.216 1.667 
11.431 41.816 0.559 0.55 25.454 21.006 -45.053 2.746 
11.398 41.817 0.534 0.55 23.958 20.869 -40.723 1.559 
11.418 41.82 0.549 0.553 25.291 21.098 -92.018 2.476 
11.516 41.82 0.623 0.554 25.037 21.251 -251.879 2.811 
11.384 41.822 0.524 0.555 24.465 22.338 -95.961 4.34 
11.468 41.822 0.587 0.555 24.457 21.492 -57.208 2.374 
11.382 41.828 0.523 0.561 25.132 21.277 -36.527 2.103 
11.448 41.828 0.572 0.561 27.104 21.83 -50.194 2.518 
11.445 41.828 0.57 0.562 24.985 22.576 -53.284 6.667 
11.469 41.83 0.587 0.563 22.819 20.879 -81.759 2.101 
11.374 41.834 0.516 0.567 25.085 22.683 25.421 20.535 
11.466 41.834 0.585 0.567 24.383 21.451 2.138 2.456 
11.466 41.834 0.585 0.568 26.486 21.471 -184.116 6.898 
11.443 41.835 0.568 0.569 25.763 21.524 -132.945 2.047 
11.396 41.836 0.533 0.569 25.821 21.579 -119.167 7.155 
11.449 41.839 0.572 0.572 24.302 21.04 -223.666 2.166 
11.412 41.839 0.544 0.572 24.015 21.077 -76.042 2.159 
11.459 41.84 0.58 0.573 23.733 21.149 -61.997 1.297 
11.454 41.841 0.576 0.574 24.17 21.059 -317.729 1.53 
11.447 41.843 0.571 0.576 24.557 21.338 -58.963 3.832 
11.498 41.843 0.609 0.576 24.998 21.215 -87.375 4.175 
11.498 41.843 0.609 0.577 23.924 21.253 -62.501 3.607 
11.401 41.844 0.537 0.577 24.691 21.383 -86.999 2.09 
11.393 41.848 0.531 0.581 25.091 21.832 -183.442 2.976 
11.362 41.849 0.507 0.581 24.773 21.265 -103.559 1.86 
11.476 41.849 0.592 0.583 24.465 20.94 -54.627 1.482 
11.479 41.851 0.595 0.584 25.379 21.132 -37.382 2.59 
11.417 41.853 0.548 0.586 24.574 21.727 -10.421 3.592 
11.431 41.855 0.559 0.588 24.312 21.423 -101.246 2.732 
11.362 41.856 0.508 0.588 23.7 21.431 -40.89 4.446 
11.442 41.856 0.567 0.589 23.569 20.602 -35.017 1.168 
11.395 41.857 0.532 0.59 24.039 20.851 -4.942 1.973 
11.363 41.858 0.508 0.591 24.253 21.202 -131.13 3.119 
11.38 41.859 0.521 0.592 23.969 20.937 -62.791 1.866 
11.43 41.859 0.558 0.592 25.334 21.427 -113.075 4.347 
11.355 41.86 0.502 0.593 25.659 21.168 -263.724 4.772 
11.435 41.865 0.562 0.598 23.76 21.724 -657.519 3.544 
11.384 41.866 0.524 0.599 24.871 21.311 -99.295 3.685 
11.454 41.866 0.576 0.599 24.432 20.879 -81.007 2.319 
11.451 41.867 0.574 0.6 24.028 21.515 -45.377 2.049 
11.371 41.869 0.514 0.602 25.524 21.499 -141.042 2.553 
11.332 41.87 0.485 0.602 23.406 21.603 2.185 4.954 
11.368 41.87 0.512 0.602 24.701 21.409 -48.533 2.358 
11.354 41.871 0.501 0.603 24.969 21.697 -36.637 3.218 
11.359 41.871 0.505 0.603 24.477 21.904 -33.687 4.273 
11.451 41.871 0.574 0.604 24.547 21.286 -203.878 2.814 
11.401 41.874 0.536 0.607 25.713 23.457 -59.8 5.636 
11.336 41.876 0.487 0.609 24.833 21.171 25.436 3.436 
11.311 41.877 0.469 0.609 24.522 21.612 -49.196 4.357 
11.397 41.877 0.533 0.61 24.63 20.962 -90.104 2.552 
11.424 41.877 0.554 0.61 25.091 21.695 -67.632 2.309 
11.402 41.877 0.537 0.61 24.814 21.59 -89.083 4.124 
11.394 41.878 0.531 0.611 25.375 21.435 -152.791 2.454 
11.366 41.879 0.51 0.611 24.813 21.469 -96.172 2.543 
11.412 41.878 0.545 0.611 24.297 21.081 -67.278 2.52 
11.39 41.879 0.528 0.612 23.746 20.98 -93.429 2.546 
11.415 41.879 0.547 0.612 24.594 20.967 -259.517 2.367 
11.328 41.88 0.481 0.613 25.227 21.36 -67.952 2.929 
11.293 41.882 0.455 0.614 25.353 21.764 -25.417 4.976 
11.351 41.884 0.499 0.617 25.187 21.074 -100.233 1.719 
11.342 41.884 0.492 0.617 24.763 21.019 -21.414 2.411 
11.35 41.885 0.498 0.618 24.87 22.058 45.189 4.488 
11.367 41.885 0.511 0.618 25.792 21.662 -139.236 3.821 
11.365 41.887 0.509 0.619 27.108 23.67 -120.17 2.145 
11.301 41.887 0.461 0.619 25.283 22.123 -212.489 5.608 
11.328 41.888 0.481 0.62 24.777 21.688 35.478 3.184 
11.397 41.887 0.533 0.62 24.589 21.876 -85.509 2.964 
11.356 41.888 0.503 0.62 24.123 21.099 -83.844 2.117 
11.312 41.889 0.469 0.621 24.28 21.124 -69.743 1.959 
11.35 41.888 0.498 0.621 23.659 21.122 -65.048 3.886 
11.387 41.889 0.525 0.622 24.361 21.319 -73.88 2.079 
11.414 41.89 0.546 0.623 25.407 21.269 -16.827 1.875 
11.329 41.892 0.482 0.624 24.528 21.376 -64.286 2.416 
11.291 41.893 0.454 0.626 24.305 21.207 -141.013 2.073 
11.337 41.895 0.488 0.627 24.421 21.089 -55.813 2.092 
11.348 41.895 0.496 0.627 26.004 21.561 -82.774 5.451 
11.402 41.897 0.537 0.63 24.127 21.269 -574.218 2.387 
11.392 41.9 0.529 0.633 25.07 20.918 -33.473 1.857 
11.332 41.903 0.484 0.636 24.553 21.84 -54.491 3.212 
11.317 41.904 0.473 0.636 26.595 21.628 -133.014 2.291 
11.313 41.908 0.47 0.64 24.206 21.537 -73.599 2.977 
11.239 41.908 0.415 0.64 23.133 20.685 -119.729 1.119 
11.349 41.909 0.497 0.642 24.336 21.773 -127.838 4.223 
11.303 41.91 0.463 0.643 24.79 21.83 -66.061 2.469 
11.282 41.911 0.447 0.644 25.342 21.364 -30.937 2.709 
11.33 41.913 0.483 0.645 24.282 21.595 -17.554 3.125 
11.342 41.915 0.492 0.648 24.708 21.902 -136.988 4.868 
11.242 41.916 0.418 0.648 27.66 22.441 -41.994 10.864 
11.314 41.917 0.471 0.649 24.528 21.362 -40.735 2.276 
11.305 41.917 0.464 0.649 26.432 21.561 -132.695 2.614 
11.235 41.919 0.412 0.651 24.32 20.987 -568.663 2.262 
11.341 41.918 0.491 0.651 24.126 20.957 -35.668 4.028 
11.327 41.92 0.481 0.653 24.771 21.134 -79.221 2.453 
11.235 41.922 0.412 0.654 24.721 22.011 -185.344 6.177 
11.256 41.923 0.428 0.655 24.859 21.278 -153.851 2.823 
11.29 41.923 0.453 0.655 24.424 21.715 -144.564 3.552 
11.275 41.925 0.442 0.657 25.688 21.16 -77.273 4.543 
11.352 41.926 0.499 0.659 26.562 21.536 -84.411 2.065 
11.308 41.932 0.467 0.664 24.22 20.875 -101.312 3.081 
11.261 41.933 0.431 0.665 23.781 21.355 -122.415 2.598 
11.338 41.934 0.489 0.666 24.715 22.595 -58.736 6.579 
11.325 41.935 0.479 0.667 25.173 21.229 -94.354 2.725 
11.288 41.935 0.451 0.668 24.383 21.308 -124.728 4.965 
11.224 41.936 0.404 0.668 25.132 22.872 -110.812 7.815 
11.279 41.937 0.445 0.669 24.732 21.656 0.195 3.357 
11.324 41.94 0.478 0.673 25.003 21.681 -79.29 3.84 
11.328 41.94 0.481 0.673 24.549 20.894 -65.35 2.023 
11.306 41.941 0.465 0.673 23.874 20.929 -565.667 2.351 
11.239 41.941 0.415 0.673 24.346 20.825 -140.344 2.359 
11.26 41.942 0.431 0.674 24.518 21.826 -76.382 3.518 
11.269 41.944 0.437 0.676 26.995 21.911 -117.21 4.022 
11.295 41.949 0.457 0.681 24.593 22.052 -94.452 4.13 
11.217 41.951 0.398 0.683 25.111 21.259 -216.421 3.125 
11.288 41.95 0.451 0.683 24.189 20.925 -100.083 1.577 
11.244 41.952 0.418 0.684 22.917 20.819 -88.609 2.127 
11.234 41.954 0.411 0.686 23.036 21.086 -85.235 2.514 
11.263 41.954 0.432 0.686 25.829 21.63 -68.427 3.409 
11.278 41.954 0.444 0.686 24.921 21.022 -210.537 2.648 
11.228 41.958 0.407 0.69 24.988 21.281 -156.749 4.821 
11.26 41.958 0.431 0.69 23.979 20.842 -61.869 2.179 
11.227 41.959 0.406 0.691 25.033 21.166 -129.249 2.39 
11.252 41.961 0.424 0.693 25.25 21.877 -104.419 3.925 
11.245 41.964 0.42 0.696 23.779 21.006 -126.829 2.339 
11.22 41.965 0.4 0.697 25.573 21.608 -9.668 8.582 
11.224 41.967 0.404 0.699 24.182 21.749 -152.443 6.811 
11.266 41.968 0.435 0.7 24.746 21.436 -58.077 7.928 
11.263 41.969 0.433 0.702 24.589 21.116 -172.281 2.961 
11.222 41.972 0.402 0.704 23.041 20.728 -104.427 2.818 
11.23 41.974 0.408 0.706 24.535 21.218 -181.799 2.213 
11.261 41.974 0.431 0.706 23.838 20.958 -88.044 2.005 
11.25 41.984 0.423 0.716 24.887 20.865 -129.111 2.141 
11.471 41.802 0.589 0.536 24.593 21.206 -173.737 3.635 
11.468 41.815 0.586 0.549 23.605 20.898 -225.808 1.863 
11.516 41.816 0.623 0.55 28.019 23.069 -323.107 2.707 
11.481 41.851 0.596 0.584 25.799 21.425 -103.963 4.278 
11.44 41.861 0.565 0.594 24.602 22.103 -46.436 4.219 
11.354 41.863 0.501 0.595 26.117 21.579 -170.266 7.818 
11.421 41.877 0.551 0.61 24.832 21.411 -26.015 3.425 
11.344 41.893 0.494 0.625 23.828 21.04 -63.155 2.266 
11.334 41.9 0.486 0.632 25.203 21.415 -66.678 3.918 
11.356 41.901 0.502 0.633 23.867 20.802 -86.236 1.815 
11.292 41.929 0.454 0.661 24.745 21.394 -92.634 3.737 
11.29 41.954 0.453 0.687 24.898 21.171 -11.324 2.527 
11.417 41.884 0.548 0.618 24.489 21.729 -40.954 3.419 
11.215 41.939 0.397 0.671 26.516 22.327 -21.057 6.342 
11.458 41.786 0.579 0.52 25.443 22.232 -163.702 3.693 
11.458 41.793 0.579 0.526 24.953 21.865 -119.939 3.983 
11.494 41.801 0.606 0.535 25.205 22.755 -114.492 4.335 
11.515 41.827 0.622 0.56 25.295 21.894 -129.74 4.748 
11.378 41.848 0.519 0.581 24.431 21.687 -40.671 -299800.0 
11.385 41.872 0.524 0.605 25.398 21.639 -72.775 2.421 
11.34 41.891 0.491 0.623 25.688 21.877 -6.028 3.995 
11.29 41.896 0.453 0.629 23.912 22.049 -95.714 6.712 
11.236 41.899 0.413 0.631 23.764 21.556 -123.484 3.512 
11.287 41.907 0.451 0.639 26.606 21.769 -63.048 11.757 
11.255 41.907 0.427 0.639 26.109 21.364 -64.953 6.533 
11.32 41.94 0.476 0.673 24.486 21.693 -4.489 3.909 
11.23 41.952 0.408 0.684 24.209 21.646 -223.761 5.144 
11.278 41.958 0.444 0.69 25.488 22.316 -72.941 7.132 
11.261 41.978 0.431 0.71 24.68 21.455 -83.219 2.869 
11.371 41.93 0.514 0.663 24.557 20.969 -142.182 4.648 
11.372 41.93 0.514 0.663 24.557 20.969 -121.471 7.624 
11.498 41.843 0.609 0.576 24.998 21.215 -112.078 7.027 
11.49 41.843 0.603 0.577 24.389 21.651 -44.48 4.6 
11.476 41.849 0.592 0.583 24.465 20.94 -49.47 2.903 
11.54 41.85 0.641 0.584 24.193 21.426 -285.055 4.539 
11.479 41.851 0.595 0.584 25.379 21.132 -53.257 3.913 
11.497 41.852 0.608 0.586 24.533 21.641 -269.363 5.054 
11.558 41.853 0.654 0.587 24.323 21.062 10.781 2.666 
11.494 41.854 0.606 0.587 24.377 21.096 -85.291 2.259 
11.55 41.857 0.648 0.591 24.482 21.379 -113.504 3.748 
11.532 41.858 0.635 0.591 24.787 20.969 -175.356 2.122 
11.488 41.863 0.601 0.596 25.288 21.189 -40.635 9.445 
11.465 41.865 0.584 0.599 24.361 20.718 -108.315 0.98 
11.464 41.866 0.583 0.599 25.322 21.588 -171.055 2.496 
11.565 41.866 0.659 0.6 24.69 21.167 -51.329 2.963 
11.546 41.869 0.645 0.603 24.118 21.09 -83.036 2.769 
11.473 41.87 0.59 0.604 26.069 21.338 -107.632 4.016 
11.482 41.872 0.597 0.605 24.213 21.154 -125.427 3.028 
11.482 41.871 0.597 0.605 26.445 22.037 -66.868 30.157 
11.496 41.872 0.607 0.606 25.273 21.188 -81.57 5.327 
11.449 41.873 0.572 0.606 23.418 20.984 -201.83 3.508 
11.55 41.876 0.648 0.61 24.604 21.298 -59.034 3.433 
11.454 41.877 0.576 0.61 22.885 21.096 -74.007 1.846 
11.542 41.877 0.642 0.611 24.521 20.833 -117.595 2.314 
11.517 41.878 0.623 0.611 23.96 20.718 -49.861 3.462 
11.576 41.878 0.667 0.613 24.12 21.147 1.499 3.214 
11.493 41.88 0.605 0.613 23.756 20.722 -359.869 2.212 
11.552 41.88 0.65 0.614 24.39 21.01 -39.305 1.564 
11.531 41.881 0.633 0.615 24.687 22.074 -47.175 3.624 
11.493 41.881 0.605 0.615 24.629 21.315 -22.743 2.636 
11.582 41.881 0.671 0.615 24.223 20.876 -161.95 4.402 
11.537 41.882 0.638 0.616 24.479 21.282 0.057 3.01 
11.437 41.883 0.563 0.616 25.007 21.318 -130.498 2.045 
11.436 41.886 0.563 0.619 24.622 21.28 -104.605 1.983 
11.494 41.887 0.606 0.62 24.078 21.156 -231.01 3.232 
11.496 41.887 0.607 0.621 24.583 21.311 -132.763 3.481 
11.558 41.89 0.654 0.625 25.397 21.689 -122.054 4.763 
11.561 41.892 0.656 0.626 24.38 21.56 -95.106 8.691 
11.53 41.894 0.633 0.628 24.689 21.294 -96.117 2.656 
11.455 41.895 0.576 0.629 25.527 21.595 -179.255 3.374 
11.457 41.895 0.578 0.629 24.53 21.945 -71.144 5.98 
11.456 41.898 0.578 0.632 23.072 21.066 -57.402 2.084 
11.544 41.9 0.643 0.634 24.009 21.726 -114.213 4.751 
11.434 41.901 0.561 0.634 24.693 22.732 24.76 8.785 
11.489 41.902 0.602 0.636 24.541 21.242 -62.268 2.049 
11.535 41.902 0.637 0.636 24.168 21.185 -70.918 2.396 
11.505 41.903 0.614 0.636 24.856 21.313 -97.786 1.96 
11.489 41.903 0.602 0.637 24.079 21.745 -203.848 5.538 
11.542 41.903 0.641 0.637 25.23 21.05 -166.017 3.317 
11.453 41.905 0.575 0.639 25.722 21.375 -75.218 2.467 
11.492 41.908 0.604 0.641 24.856 21.471 -89.052 2.374 
11.526 41.908 0.63 0.641 23.782 21.665 -369.358 6.875 
11.448 41.909 0.572 0.642 23.11 21.16 -58.976 2.827 
11.463 41.913 0.583 0.647 24.41 21.512 -25.75 3.1 
11.46 41.913 0.58 0.647 23.929 20.949 -91.815 3.003 
11.41 41.914 0.543 0.647 24.409 21.724 -92.226 3.855 
11.495 41.914 0.607 0.648 24.745 21.226 23.206 2.381 
11.495 41.915 0.606 0.648 24.973 21.95 -82.421 8.225 
11.398 41.916 0.534 0.649 25.928 21.215 -118.748 4.35 
11.397 41.916 0.533 0.649 26.159 21.797 -68.803 6.553 
11.483 41.916 0.597 0.649 26.254 21.532 -130.726 2.521 
11.488 41.919 0.602 0.653 24.798 20.928 -114.587 2.167 
11.451 41.922 0.574 0.655 24.32 21.349 -121.605 3.56 
11.389 41.923 0.527 0.655 24.248 21.486 -154.918 4.39 
11.488 41.922 0.601 0.656 24.543 21.065 -76.221 1.43 
11.429 41.924 0.557 0.657 25.279 21.113 -308.67 1.875 
11.431 41.924 0.558 0.657 24.704 21.816 -100.99 4.902 
11.417 41.925 0.548 0.658 25.047 21.378 -85.895 2.818 
11.5 41.926 0.61 0.659 25.191 21.471 -66.423 2.184 
11.497 41.926 0.608 0.659 24.476 20.894 -333.68 2.124 
11.364 41.93 0.508 0.663 25.677 21.521 -89.166 3.617 
11.389 41.931 0.527 0.664 23.729 21.514 -333.164 6.737 
11.377 41.931 0.518 0.664 24.426 21.377 -89.179 2.174 
11.459 41.931 0.579 0.664 26.171 21.58 -34.433 5.321 
11.388 41.931 0.526 0.664 24.363 21.273 -277.233 3.266 
11.356 41.932 0.502 0.664 26.26 21.737 21.765 4.223 
11.402 41.932 0.537 0.665 24.955 21.393 -210.486 3.157 
11.45 41.933 0.573 0.666 24.783 21.702 -55.504 2.952 
11.394 41.934 0.53 0.667 24.121 21.589 -77.254 3.452 
11.33 41.935 0.483 0.668 24.785 21.26 -112.39 4.746 
11.467 41.935 0.585 0.668 24.098 21.027 -130.978 1.572 
11.343 41.936 0.492 0.669 25.115 21.021 -86.385 2.591 
11.455 41.936 0.576 0.669 24.565 21.112 -135.253 2.343 
11.445 41.937 0.569 0.67 24.865 22.097 -65.047 4.373 
11.44 41.937 0.566 0.67 24.785 21.342 -194.764 2.802 
11.352 41.938 0.499 0.671 24.913 21.939 -77.125 4.292 
11.441 41.939 0.566 0.672 24.211 21.7 -75.592 2.895 
11.356 41.94 0.502 0.673 24.853 21.141 -162.128 2.785 
11.466 41.941 0.585 0.674 25.469 21.099 -115.163 1.733 
11.386 41.942 0.525 0.674 24.124 21.401 -31.545 1.862 
11.48 41.941 0.595 0.675 24.452 21.798 -112.799 8.601 
11.478 41.943 0.594 0.676 24.342 21.818 -66.785 3.572 
11.436 41.944 0.562 0.677 24.223 21.288 -58.331 2.044 
11.458 41.945 0.579 0.679 24.552 21.092 -361.156 1.922 
11.377 41.947 0.518 0.68 24.503 21.316 -101.184 2.242 
11.348 41.948 0.497 0.681 24.928 21.587 -122.62 3.551 
11.341 41.949 0.491 0.682 27.477 21.99 -431.264 1.969 
11.399 41.949 0.535 0.682 24.8 21.332 -75.283 2.946 
11.293 41.952 0.455 0.684 24.067 21.247 -83.059 5.743 
11.454 41.953 0.575 0.686 24.617 21.241 -132.07 4.196 
11.351 41.954 0.498 0.686 24.768 21.589 -81.501 3.817 
11.314 41.954 0.471 0.686 24.933 21.936 -45.292 4.137 
11.441 41.954 0.566 0.688 25.211 21.422 -178.41 2.947 
11.398 41.955 0.534 0.688 24.3 21.085 -130.481 2.065 
11.285 41.956 0.449 0.688 24.501 21.97 -73.0 5.379 
11.409 41.956 0.542 0.689 23.129 20.787 -53.585 2.05 
11.284 41.957 0.449 0.689 26.041 21.371 -159.971 6.129 
11.355 41.956 0.502 0.689 24.522 21.217 -89.307 4.675 
11.308 41.957 0.467 0.69 26.267 21.548 -98.223 7.23 
11.452 41.956 0.574 0.69 24.474 21.266 -85.627 2.397 
11.337 41.957 0.488 0.69 23.806 21.398 -52.02 2.343 
11.336 41.958 0.487 0.69 23.705 21.681 -84.078 3.666 
11.41 41.958 0.542 0.691 25.446 21.7 -340.818 5.761 
11.376 41.958 0.517 0.691 24.561 20.815 -73.807 1.793 
11.29 41.96 0.453 0.692 24.096 21.047 -129.948 2.535 
11.37 41.959 0.513 0.692 24.042 21.67 -69.02 2.14 
11.313 41.96 0.47 0.693 24.17 21.427 -34.463 2.974 
11.355 41.961 0.501 0.694 26.064 21.415 -84.982 2.413 
11.367 41.961 0.51 0.694 25.086 21.826 -165.141 4.53 
11.385 41.962 0.524 0.694 24.648 21.629 -118.745 5.361 
11.435 41.962 0.562 0.696 24.574 21.21 -116.26 3.362 
11.33 41.964 0.483 0.697 24.904 20.959 -143.174 2.041 
11.339 41.964 0.49 0.697 24.924 21.161 -97.496 1.962 
11.289 41.965 0.452 0.697 25.237 21.699 -129.304 4.842 
11.351 41.964 0.499 0.697 26.655 21.933 -113.342 3.199 
11.43 41.965 0.557 0.698 25.01 22.431 -101.359 6.199 
11.409 41.969 0.542 0.702 24.706 22.27 -130.153 4.3 
11.398 41.969 0.533 0.702 24.636 21.98 36.047 2.99 
11.372 41.97 0.515 0.703 24.623 21.041 -94.946 3.862 
11.384 41.971 0.523 0.704 24.204 21.254 -106.253 2.491 
11.42 41.971 0.55 0.704 24.604 21.252 -64.997 2.78 
11.407 41.973 0.54 0.706 24.832 21.644 -108.299 2.873 
11.406 41.974 0.539 0.706 24.405 21.43 -2.744 2.973 
11.282 41.975 0.447 0.708 23.937 20.905 -163.56 7.695 
11.349 41.976 0.497 0.709 24.257 21.05 23.129 2.044 
11.354 41.978 0.501 0.71 24.947 20.939 -588.38 1.583 
11.367 41.978 0.511 0.711 24.684 21.834 -140.638 4.625 
11.416 41.978 0.547 0.711 22.889 20.926 -73.95 1.428 
11.326 41.98 0.479 0.713 25.845 21.323 -2.897 3.105 
11.32 41.982 0.475 0.714 26.336 21.41 -118.604 3.301 
11.404 41.982 0.538 0.715 24.042 21.272 -223.431 2.362 
11.348 41.983 0.496 0.716 24.083 21.944 -144.54 2.83 
11.294 41.984 0.456 0.717 25.515 21.156 -168.397 1.752 
11.28 41.988 0.445 0.72 25.047 22.116 -248.743 4.492 
11.394 41.988 0.53 0.721 24.635 22.058 -36.215 6.311 
11.333 41.989 0.485 0.722 24.71 20.924 -135.556 2.531 
11.372 41.99 0.515 0.723 24.589 22.015 -113.17 3.94 
11.382 41.991 0.522 0.724 23.127 20.625 -52.123 1.39 
11.271 41.995 0.438 0.727 25.062 21.796 -209.235 4.916 
11.318 41.995 0.474 0.727 24.961 21.441 -52.002 3.04 
11.269 41.996 0.437 0.728 23.888 21.504 -163.15 2.569 
11.312 41.999 0.47 0.731 25.486 21.498 -23.162 4.049 
11.334 41.999 0.486 0.731 25.657 22.045 -65.237 3.545 
11.267 41.999 0.436 0.731 25.922 21.244 -102.001 7.091 
11.285 42.002 0.449 0.734 24.852 21.719 -109.803 5.207 
11.286 42.004 0.449 0.736 25.424 21.638 -87.519 5.697 
11.303 42.004 0.462 0.737 24.438 21.455 -77.202 3.644 
11.283 42.005 0.448 0.737 25.068 21.054 -129.728 2.351 
11.353 42.005 0.5 0.738 25.053 22.094 -104.149 4.872 
11.3 42.007 0.461 0.739 25.79 21.38 -72.199 4.189 
11.27 42.008 0.438 0.741 25.162 21.137 -62.149 2.706 
11.36 42.01 0.505 0.743 24.468 21.647 -14.673 3.885 
11.29 42.014 0.452 0.747 25.101 21.801 -25.705 5.919 
11.336 42.014 0.487 0.747 25.332 21.489 -93.509 2.823 
11.303 42.016 0.463 0.748 24.005 20.671 -7.42 1.413 
11.345 42.017 0.494 0.749 24.565 21.002 -112.638 4.561 
11.281 42.018 0.446 0.75 26.581 21.515 -122.435 8.363 
11.323 42.019 0.478 0.751 25.215 21.326 -128.085 2.2 
11.329 42.019 0.482 0.752 24.889 21.6 -134.676 3.197 
11.294 42.022 0.456 0.755 25.229 21.562 -142.14 4.26 
11.325 42.024 0.479 0.756 25.566 21.625 -94.971 5.003 
11.297 42.027 0.458 0.759 24.25 21.008 -567.717 3.79 
11.333 42.027 0.485 0.759 25.046 22.216 -179.687 4.178 
11.296 42.028 0.457 0.761 24.4 21.553 -51.647 4.115 
11.294 42.029 0.456 0.761 25.413 21.73 -119.123 5.181 
11.316 42.03 0.472 0.763 25.779 21.701 -186.893 7.545 
11.283 42.031 0.447 0.763 26.07 21.279 -87.891 3.428 
11.295 42.039 0.456 0.772 24.533 21.365 -79.075 4.02 
11.3 42.04 0.46 0.772 25.196 21.502 -496.29 4.241 
11.51 41.894 0.618 0.628 25.392 21.204 -30.097 2.25 
11.424 41.911 0.554 0.644 26.176 21.352 -66.864 1.139 
11.404 41.915 0.538 0.648 24.936 21.245 -245.602 2.784 
11.392 41.927 0.529 0.66 24.959 22.418 -20.484 6.964 
11.392 41.937 0.529 0.67 23.688 21.078 -40.71 2.602 
11.29 41.954 0.453 0.687 24.898 21.171 36.719 3.167 
11.272 41.971 0.439 0.703 26.257 21.652 -157.829 10.446 
11.484 41.895 0.598 0.629 25.075 21.114 -132.373 2.004 
11.438 41.94 0.564 0.673 24.341 20.982 -395.831 1.83 
11.451 41.88 0.574 0.613 24.956 21.509 -81.263 3.134 
11.46 41.916 0.58 0.649 24.163 21.817 -538.855 4.441 
11.483 41.929 0.597 0.663 25.254 21.995 -22.363 5.299 
11.278 41.958 0.444 0.69 25.488 22.316 -91.104 5.305 
11.43 41.967 0.558 0.7 24.673 22.578 -41.281 7.462 
11.323 41.973 0.477 0.705 25.124 21.537 -333.788 4.02 
11.31 41.993 0.467 0.725 25.893 21.464 46.187 4.063 
11.41 42.007 0.542 0.74 24.659 21.232 -161.723 4.552 
11.567 41.893 0.66 0.627 24.323 21.424 -28.452 3.833 
11.579 41.894 0.669 0.628 24.87 21.673 -42.278 3.639 
11.553 41.897 0.65 0.631 26.071 21.319 -256.774 4.306 
11.551 41.901 0.649 0.635 24.751 21.18 -114.086 2.036 
11.551 41.902 0.648 0.636 24.977 20.945 -164.854 6.09 
11.574 41.903 0.665 0.637 24.783 21.79 -332.658 6.865 
11.595 41.904 0.681 0.639 25.307 20.988 -181.295 4.131 
11.573 41.905 0.665 0.64 24.658 21.32 -58.951 2.578 
11.537 41.906 0.638 0.64 24.401 20.972 -125.617 3.265 
11.532 41.909 0.634 0.643 24.504 21.291 -74.154 2.749 
11.584 41.911 0.673 0.645 24.564 21.305 -75.296 5.013 
11.537 41.912 0.638 0.646 25.288 21.632 -57.229 3.375 
11.606 41.912 0.69 0.646 24.12 21.234 -52.63 4.701 
11.576 41.912 0.667 0.646 24.452 21.302 -35.45 2.211 
11.556 41.917 0.652 0.651 24.207 20.91 -47.983 1.886 
11.61 41.917 0.693 0.652 24.297 21.159 -53.324 2.843 
11.496 41.919 0.607 0.653 26.04 21.46 -90.515 5.031 
11.507 41.92 0.615 0.653 25.202 21.559 -88.581 3.146 
11.61 41.92 0.692 0.655 23.61 21.111 -223.566 5.957 
11.527 41.922 0.631 0.656 24.721 21.129 -143.683 2.201 
11.568 41.924 0.661 0.658 25.069 21.728 -164.79 4.474 
11.539 41.925 0.639 0.659 24.142 21.121 -23.649 2.193 
11.562 41.926 0.656 0.661 24.556 21.581 -120.297 3.941 
11.588 41.932 0.676 0.666 24.392 20.923 -327.841 11.485 
11.575 41.933 0.666 0.667 23.858 21.047 -122.739 4.228 
11.617 41.932 0.698 0.667 24.739 21.023 -317.734 2.673 
11.63 41.933 0.707 0.668 24.768 21.247 -63.018 3.698 
11.587 41.934 0.675 0.668 24.302 21.265 -2.741 2.885 
11.54 41.936 0.64 0.67 24.747 21.007 -80.365 3.364 
11.624 41.935 0.703 0.67 24.574 21.045 -236.764 2.411 
11.522 41.938 0.627 0.671 23.977 21.382 -65.36 2.845 
11.492 41.938 0.604 0.672 24.311 20.944 -100.413 1.876 
11.537 41.938 0.638 0.672 24.431 21.108 7.588 3.213 
11.509 41.94 0.617 0.673 26.044 21.733 -132.643 6.067 
11.582 41.941 0.672 0.675 25.339 21.585 -59.727 7.813 
11.513 41.942 0.62 0.676 24.47 21.369 -59.448 4.023 
11.546 41.943 0.644 0.677 24.695 21.836 -184.594 4.697 
11.545 41.943 0.643 0.677 24.678 22.001 -95.015 4.214 
11.571 41.943 0.663 0.677 23.272 21.278 -104.28 3.254 
11.561 41.944 0.656 0.678 24.006 21.244 -152.817 2.688 
11.615 41.944 0.696 0.679 24.456 21.656 -453.219 13.221 
11.593 41.946 0.68 0.681 24.542 21.368 -93.281 3.057 
11.471 41.95 0.588 0.683 24.738 21.342 -295.446 2.915 
11.562 41.949 0.657 0.683 22.877 20.698 -391.337 2.456 
11.48 41.95 0.595 0.684 24.313 22.059 -102.792 5.578 
11.601 41.952 0.685 0.686 22.833 20.808 -67.385 5.844 
11.482 41.954 0.596 0.687 24.535 20.786 -25.773 2.547 
11.592 41.953 0.679 0.688 25.699 21.23 -79.289 3.184 
11.536 41.954 0.637 0.688 24.275 20.991 -43.588 2.164 
11.496 41.955 0.607 0.689 23.52 21.389 -240.291 6.641 
11.546 41.956 0.645 0.69 23.706 21.082 -32.129 6.655 
11.579 41.958 0.669 0.692 24.495 21.597 -116.533 6.261 
11.504 41.961 0.613 0.695 25.258 21.602 -17.169 9.137 
