#RA DEC XI ETA F475W F814W V VERR
11.425 41.774 0.555 0.507 24.002 20.575 -85.86 3.361 
11.449 41.777 0.573 0.51 26.191 20.806 -111.762 2.814 
11.434 41.779 0.562 0.512 25.573 20.081 -114.305 2.478 
11.528 41.784 0.632 0.518 23.101 18.903 -150.243 6.912 
11.415 41.787 0.547 0.52 22.341 18.612 -73.14 0.061 
11.42 41.792 0.55 0.525 26.398 20.404 -61.147 5.882 
11.431 41.807 0.559 0.54 22.376 20.019 -62.929 2.036 
11.44 41.809 0.565 0.542 24.569 19.831 1.101 4.962 
11.512 41.833 0.62 0.566 27.223 20.62 15.406 2.394 
11.474 41.835 0.591 0.569 25.353 20.911 -139.554 7.781 
11.457 41.853 0.578 0.587 25.033 20.678 35.187 6.315 
11.47 41.856 0.588 0.59 22.403 20.009 -60.731 3.038 
11.333 41.608 0.486 0.341 22.775 20.022 -166.382 2.308 
11.326 41.609 0.481 0.341 23.225 20.402 -152.303 3.401 
11.312 41.609 0.471 0.341 21.992 18.521 -122.073 1.055 
11.333 41.614 0.486 0.346 23.669 19.72 -148.405 4.973 
11.347 41.617 0.497 0.35 21.28 17.979 -166.984 0.51 
11.335 41.622 0.488 0.354 24.197 19.974 -97.565 4.233 
11.297 41.626 0.459 0.358 23.259 19.491 -96.434 4.105 
11.308 41.626 0.467 0.358 24.332 20.144 -112.727 4.365 
11.328 41.626 0.482 0.359 21.895 18.63 -121.994 1.108 
11.29 41.632 0.454 0.364 26.503 21.05 -201.491 7.609 
11.297 41.634 0.459 0.366 22.521 18.001 -139.034 1.013 
11.296 41.641 0.459 0.374 22.12 19.175 -130.046 1.024 
11.287 41.646 0.451 0.379 22.368 19.391 -331.884 4.56 
11.288 41.65 0.453 0.383 22.567 20.432 -119.04 2.71 
11.321 41.652 0.477 0.384 24.169 20.362 -155.804 4.551 
11.344 41.69 0.494 0.422 26.32 20.127 82.811 7.134 
11.344 41.714 0.494 0.446 26.488 20.353 -84.998 0.903 
11.34 41.717 0.491 0.449 25.181 20.839 -93.643 4.757 
11.345 41.722 0.495 0.454 31.619 21.559 -67.873 8.409 
11.36 41.743 0.506 0.475 26.084 20.472 -66.758 5.421 
11.398 41.746 0.534 0.479 24.517 20.074 -65.941 3.222 
11.38 41.753 0.521 0.486 23.882 20.064 -67.734 4.05 
11.385 41.754 0.525 0.487 24.398 20.527 -7.583 4.801 
11.366 41.754 0.511 0.487 23.278 19.694 -28.407 3.946 
11.398 41.755 0.535 0.488 25.616 20.278 -30.827 4.305 
11.388 41.76 0.527 0.492 23.279 20.305 -77.826 2.517 
11.374 41.761 0.516 0.494 23.459 19.54 -51.527 0.393 
11.374 41.764 0.517 0.497 22.123 18.736 -88.517 0.731 
11.376 41.768 0.518 0.5 22.254 18.19 -82.423 0.712 
11.365 41.771 0.509 0.504 24.858 19.679 -155.709 1.829 
11.401 41.773 0.537 0.506 24.259 20.649 -226.191 12.18 
11.386 41.78 0.525 0.513 25.603 19.823 -7.745 10.988 
11.39 41.784 0.529 0.517 22.256 19.568 -71.695 1.52 
11.38 41.787 0.521 0.52 22.298 19.827 -106.132 2.66 
11.35 41.788 0.499 0.521 25.993 20.131 -133.215 2.524 
11.398 41.791 0.534 0.524 22.37 18.504 -102.749 0.701 
11.381 41.793 0.521 0.526 23.33 20.406 -409.931 5.037 
11.399 41.798 0.535 0.531 23.837 19.745 -28.625 0.38 
11.331 41.799 0.484 0.531 25.328 20.392 8.341 3.618 
11.345 41.799 0.495 0.532 22.884 19.712 -96.191 1.726 
11.368 41.809 0.512 0.542 25.086 20.421 -45.039 3.524 
11.33 41.81 0.484 0.542 24.96 20.061 -56.346 3.635 
11.367 41.811 0.511 0.543 24.171 20.347 -23.042 1.214 
11.352 41.815 0.5 0.547 24.081 20.211 -104.443 4.618 
11.406 41.815 0.54 0.548 23.322 19.78 -69.543 1.828 
11.386 41.816 0.525 0.548 23.69 20.054 -18.443 4.767 
11.362 41.817 0.507 0.55 26.107 20.687 -191.446 3.933 
11.395 41.823 0.532 0.556 24.123 20.555 -106.947 4.952 
11.395 41.836 0.532 0.569 26.073 20.576 -43.107 10.468 
11.381 41.837 0.522 0.57 24.672 20.085 -44.229 4.581 
11.355 41.84 0.502 0.572 22.808 19.552 -28.119 2.15 
11.424 41.846 0.553 0.579 23.147 20.483 -56.865 3.413 
11.38 41.847 0.521 0.58 23.311 19.903 -55.361 5.195 
11.357 41.847 0.503 0.58 23.155 20.096 -89.268 2.934 
11.353 41.851 0.5 0.583 24.716 20.496 3.885 5.64 
11.386 41.852 0.525 0.585 20.765 17.762 -87.077 0.466 
11.386 41.853 0.525 0.585 25.001 20.011 -67.993 21.193 
11.356 41.853 0.502 0.586 25.129 20.315 -155.706 3.993 
11.425 41.854 0.554 0.587 24.882 19.727 -22.662 3.049 
11.387 41.856 0.526 0.588 23.127 19.236 -71.137 1.547 
11.431 41.856 0.559 0.59 22.241 19.261 -79.306 2.386 
11.421 41.857 0.551 0.59 26.269 21.069 -82.24 20.092 
11.436 41.859 0.563 0.592 22.081 19.592 -81.109 2.287 
11.436 41.861 0.563 0.594 22.405 19.292 -65.58 3.557 
11.39 41.866 0.528 0.599 25.152 19.799 -45.26 2.433 
10.912 41.376 0.171 0.107 21.439 18.472 -148.785 1.025 
10.933 41.386 0.186 0.117 22.5 19.774 -141.397 2.835 
10.982 41.388 0.223 0.119 25.871 19.912 -560.241 4.584 
10.942 41.389 0.193 0.12 24.424 20.698 109.859 22.23 
11.021 41.391 0.252 0.122 24.567 19.327 -195.314 1.982 
11.084 41.392 0.3 0.123 25.784 20.856 -12.773 6.092 
11.051 41.392 0.275 0.123 22.119 20.281 -217.033 2.887 
11.059 41.394 0.281 0.126 24.568 20.178 -219.585 4.609 
11.072 41.396 0.291 0.127 25.395 20.17 -209.591 5.634 
11.037 41.396 0.265 0.127 24.681 20.223 -354.99 8.633 
11.037 41.396 0.265 0.127 24.681 20.223 -56.176 7.458 
11.022 41.397 0.253 0.128 24.627 20.401 -325.421 5.803 
11.077 41.397 0.295 0.129 22.731 19.636 -222.973 1.878 
11.164 41.398 0.36 0.13 22.865 19.062 -211.918 1.697 
11.068 41.399 0.288 0.13 23.733 19.939 -187.22 4.481 
11.031 41.399 0.26 0.13 24.661 19.669 -223.097 2.829 
11.162 41.399 0.359 0.131 23.738 19.264 -212.829 3.554 
10.868 41.402 0.138 0.133 23.86 19.749 -199.262 5.481 
11.13 41.403 0.335 0.134 22.866 20.132 -207.747 2.071 
11.023 41.404 0.254 0.135 24.562 19.775 -259.607 4.872 
10.968 41.404 0.213 0.135 22.811 19.918 -190.882 2.184 
11.113 41.405 0.321 0.137 22.477 20.006 -222.907 1.973 
11.106 41.407 0.316 0.138 23.647 19.938 -251.804 2.304 
11.088 41.409 0.303 0.14 24.868 19.957 -382.972 1.973 
11.098 41.41 0.31 0.141 24.968 20.283 -143.446 7.696 
10.982 41.413 0.223 0.144 23.082 20.252 -118.916 7.375 
11.126 41.415 0.332 0.146 21.689 18.852 -195.418 0.881 
11.0 41.415 0.237 0.146 21.586 19.631 -176.378 2.195 
10.935 41.415 0.188 0.146 22.017 20.034 -151.294 2.855 
11.114 41.415 0.323 0.147 24.22 19.271 -218.652 1.489 
11.053 41.417 0.276 0.148 24.781 19.878 -193.549 11.548 
10.92 41.418 0.177 0.148 21.845 18.127 -90.382 0.886 
11.092 41.419 0.306 0.151 24.027 19.647 -199.611 1.917 
10.951 41.42 0.2 0.151 21.641 19.572 -42.606 2.866 
10.997 41.422 0.234 0.154 25.744 19.998 91.592 2.838 
11.01 41.425 0.244 0.156 24.723 20.562 -290.738 7.422 
11.066 41.427 0.286 0.158 24.621 19.758 -188.076 3.838 
11.063 41.427 0.284 0.158 23.656 20.583 -179.678 5.294 
11.053 41.429 0.277 0.16 23.061 19.526 -246.978 2.496 
11.123 41.429 0.329 0.161 24.646 20.216 -157.892 2.806 
11.049 41.431 0.274 0.162 23.619 19.869 -22.985 3.464 
11.081 41.432 0.297 0.163 23.81 19.678 -125.956 2.568 
10.877 41.433 0.145 0.164 27.032 20.175 -142.431 16.211 
10.887 41.434 0.152 0.165 26.742 20.902 -115.07 10.224 
11.15 41.437 0.35 0.169 22.831 19.751 -215.959 2.812 
11.207 41.437 0.392 0.169 24.623 20.107 -217.636 5.982 
11.0 41.438 0.237 0.169 20.6 17.986 -132.846 0.485 
11.021 41.438 0.253 0.169 25.033 20.134 -247.971 3.89 
10.993 41.44 0.232 0.171 21.8 17.724 -133.759 0.875 
11.212 41.445 0.396 0.177 24.581 20.054 -234.609 5.858 
11.19 41.45 0.379 0.181 26.208 19.535 -205.418 2.827 
11.065 41.568 0.286 0.299 21.922 19.724 -23.767 4.633 
11.085 41.571 0.301 0.303 23.318 19.757 -36.554 3.563 
11.079 41.575 0.296 0.307 21.21 17.991 -82.785 0.902 
11.094 41.583 0.307 0.315 22.905 19.568 -320.3 6.825 
11.124 41.584 0.329 0.316 23.317 19.932 -38.702 3.982 
11.05 41.587 0.274 0.319 22.476 20.348 -84.76 4.037 
11.152 41.588 0.351 0.319 24.138 19.769 -268.065 15.885 
11.171 41.589 0.365 0.321 23.974 19.828 -72.423 3.83 
11.099 41.589 0.311 0.321 22.33 19.765 -59.439 2.511 
11.04 41.591 0.267 0.322 27.451 20.941 -35.408 8.04 
11.201 41.591 0.387 0.323 23.186 20.095 -36.584 4.582 
10.992 41.593 0.231 0.324 23.551 20.383 -121.608 6.687 
11.101 41.594 0.313 0.325 24.343 19.878 -89.78 4.518 
11.108 41.594 0.318 0.326 22.719 19.734 -52.645 2.373 
11.145 41.595 0.345 0.327 22.316 19.76 -139.013 7.135 
11.081 41.595 0.297 0.327 22.477 19.63 -55.156 1.876 
11.197 41.6 0.384 0.332 22.366 19.102 -267.941 12.584 
11.181 41.6 0.373 0.332 23.697 18.798 -141.502 2.38 
11.205 41.602 0.39 0.334 25.614 20.093 -80.274 13.62 
11.046 41.603 0.271 0.334 25.502 20.393 -319.833 6.566 
11.046 41.603 0.271 0.334 25.502 20.393 -118.14 7.183 
11.195 41.603 0.383 0.335 25.227 20.026 -156.365 13.17 
11.036 41.608 0.264 0.339 23.624 19.843 0.135 5.099 
11.095 41.61 0.308 0.341 23.403 20.368 -62.977 4.432 
11.317 41.61 0.474 0.342 21.858 19.878 -176.265 10.293 
11.214 41.61 0.397 0.342 25.169 20.477 -141.723 4.641 
11.207 41.612 0.392 0.344 25.888 20.167 -87.403 5.861 
11.058 41.613 0.28 0.344 23.169 19.63 -35.649 5.434 
11.21 41.613 0.394 0.345 22.873 19.524 -167.67 9.818 
11.144 41.621 0.344 0.352 24.461 19.687 -39.211 4.637 
11.032 41.624 0.26 0.355 22.198 19.424 -61.64 1.605 
11.12 41.625 0.327 0.356 22.642 17.987 -43.597 0.907 
11.02 41.625 0.251 0.356 26.602 20.318 89.805 13.898 
11.02 41.625 0.251 0.356 26.602 20.318 -61.93 19.182 
11.214 41.626 0.397 0.358 25.541 19.827 -169.884 4.908 
11.266 41.627 0.436 0.359 21.553 17.224 -152.997 0.661 
11.054 41.629 0.277 0.36 23.219 19.27 -94.923 0.545 
11.053 41.628 0.276 0.36 27.29 20.74 -58.255 24.501 
11.247 41.633 0.422 0.365 22.077 18.812 -147.803 0.961 
11.081 41.633 0.297 0.365 23.965 20.143 -312.385 6.299 
11.027 41.634 0.257 0.365 23.153 19.084 -99.739 2.206 
11.134 41.635 0.337 0.366 21.579 18.691 -57.101 0.958 
11.259 41.635 0.431 0.367 21.686 19.824 -133.521 1.766 
11.022 41.636 0.253 0.367 25.093 20.007 -67.2 3.437 
11.318 41.636 0.475 0.368 24.782 20.808 -229.799 17.38 
11.244 41.636 0.42 0.368 26.263 20.875 -144.659 5.68 
11.173 41.638 0.366 0.37 25.03 19.913 -72.294 4.61 
11.145 41.638 0.345 0.37 25.915 20.395 -181.701 4.574 
11.28 41.639 0.446 0.371 21.939 19.35 -128.582 1.587 
11.094 41.64 0.307 0.371 22.781 19.218 -73.929 2.795 
11.106 41.641 0.316 0.372 22.533 20.076 -53.536 2.315 
11.256 41.645 0.428 0.377 24.761 19.981 -213.987 0.561 
11.281 41.649 0.447 0.381 24.781 20.81 -533.878 13.038 
11.339 41.65 0.49 0.383 26.606 20.923 51.432 33.142 
11.336 41.656 0.488 0.389 25.603 19.661 -137.335 6.553 
11.087 41.596 0.302 0.327 21.907 19.296 -48.167 1.88 
11.611 41.919 0.693 0.654 25.129 20.416 -211.942 8.998 
11.556 41.92 0.652 0.655 24.26 19.823 -114.719 11.024 
11.557 41.92 0.653 0.654 25.686 20.626 -91.11 10.421 
11.571 41.922 0.663 0.656 25.021 20.832 -5.528 5.93 
11.603 41.922 0.687 0.657 24.737 20.485 -206.709 9.729 
11.591 41.925 0.679 0.659 24.395 20.675 -105.232 7.347 
11.599 41.926 0.684 0.66 26.479 20.9 -125.493 8.834 
11.595 41.927 0.681 0.661 21.904 19.693 -71.064 1.897 
11.595 41.934 0.681 0.669 25.915 20.167 -130.98 3.462 
11.564 41.935 0.658 0.669 23.969 20.493 -31.082 6.782 
11.518 41.94 0.623 0.673 25.017 20.103 -26.952 4.877 
11.511 41.942 0.619 0.675 25.09 20.396 -35.978 6.856 
11.57 41.942 0.663 0.676 23.856 20.123 -24.075 4.751 
11.588 41.948 0.676 0.683 23.742 20.5 -41.366 4.349 
11.59 41.95 0.678 0.685 25.499 20.093 -72.904 3.133 
11.57 41.952 0.662 0.686 24.576 19.663 -66.103 0.59 
11.547 41.954 0.645 0.687 25.065 20.446 -90.146 3.804 
11.518 41.954 0.624 0.688 25.183 20.532 -125.197 8.958 
11.568 41.964 0.661 0.698 24.86 20.328 21.222 8.069 
11.557 41.969 0.653 0.703 25.59 20.829 -123.306 5.263 
11.499 41.979 0.609 0.712 23.922 20.056 14.466 5.496 
11.553 41.98 0.65 0.715 25.384 19.719 -52.115 0.47 
11.57 41.992 0.662 0.726 24.116 19.87 12.168 -599600.0 
11.545 41.992 0.643 0.726 24.322 20.678 -117.912 3.696 
11.54 41.993 0.64 0.727 25.035 20.527 -234.959 6.157 
11.5 42.004 0.61 0.738 25.095 20.02 -94.661 -599600.0 
11.556 42.008 0.652 0.742 23.791 19.705 -55.06 -299800.0 
11.502 42.019 0.612 0.753 24.205 20.619 -108.365 4.19 
11.511 42.026 0.618 0.76 24.671 20.382 -35.829 7.019 
11.485 42.036 0.598 0.769 25.511 20.53 -114.785 3.016 
11.556 42.043 0.652 0.777 25.633 20.806 -56.005 5.909 
11.497 42.045 0.608 0.779 24.769 20.336 -97.929 3.703 
11.523 42.047 0.627 0.781 23.921 20.464 21.061 4.06 
11.512 42.048 0.618 0.781 24.275 20.664 -93.581 4.835 
11.516 42.053 0.621 0.787 25.043 20.491 30.152 5.774 
11.502 42.055 0.612 0.789 25.586 20.394 26.855 4.755 
11.545 42.059 0.643 0.793 24.808 20.15 61.552 3.698 
11.48 42.059 0.595 0.793 23.413 20.168 -78.009 0.833 
11.49 42.06 0.602 0.793 24.338 19.958 26.972 4.216 
11.504 42.068 0.612 0.801 22.067 20.24 33.434 3.141 
11.48 42.071 0.595 0.804 28.217 20.508 -459.565 4.944 
11.514 42.074 0.62 0.807 23.987 20.281 -127.937 4.75 
11.512 42.078 0.618 0.812 25.413 20.713 -132.084 5.598 
11.51 42.081 0.617 0.815 25.369 19.929 -62.501 3.643 
11.474 42.082 0.59 0.815 24.87 20.504 -10.696 4.029 
11.468 42.083 0.585 0.817 24.455 20.179 853818.109 -299800.0 
11.519 42.087 0.624 0.821 25.291 20.372 -97.303 3.246 
11.512 42.088 0.618 0.821 26.575 20.794 28.238 6.387 
11.471 42.088 0.588 0.821 28.572 21.957 -88.964 6.889 
11.45 42.088 0.572 0.821 23.579 20.538 -28.251 6.164 
11.418 42.096 0.549 0.829 24.568 19.816 -288.87 3.375 
11.504 42.108 0.613 0.842 25.1 20.455 -184.442 6.45 
11.48 42.112 0.594 0.845 25.436 19.76 -70.822 0.72 
11.408 42.114 0.541 0.847 23.691 20.512 -120.088 6.595 
11.453 42.114 0.574 0.848 27.698 20.787 29.475 9.356 
11.407 42.114 0.54 0.847 25.107 20.417 -146.81 3.848 
11.416 42.118 0.546 0.851 23.753 20.57 -303.28 4.22 
11.428 42.122 0.555 0.856 24.17 20.527 -173.874 6.804 
11.459 42.123 0.578 0.856 26.05 19.985 20.277 20.232 
11.413 42.125 0.544 0.858 25.292 20.297 -114.624 7.981 
11.436 42.129 0.562 0.862 24.564 20.301 -80.306 3.521 
11.446 42.131 0.569 0.864 24.924 20.408 -116.203 3.102 
11.51 42.133 0.617 0.867 24.051 20.101 -58.955 7.664 
11.493 42.134 0.604 0.868 25.197 19.676 -0.819 -299800.0 
11.473 42.137 0.589 0.87 24.029 20.263 28.742 9.794 
11.44 42.142 0.565 0.875 25.714 20.802 -27.464 5.503 
11.432 42.147 0.559 0.88 28.574 21.675 -154.786 14.933 
11.476 42.15 0.591 0.884 23.892 20.271 -118.925 8.311 
11.43 42.152 0.557 0.885 24.98 20.11 -81.2 2.804 
11.464 42.154 0.582 0.887 25.833 20.74 -83.565 4.93 
11.49 42.175 0.601 0.909 25.417 20.539 -113.736 13.627 
11.178 41.412 0.371 0.144 23.945 19.687 -176.287 0.674 
11.162 41.42 0.358 0.152 21.544 18.137 -207.028 3.009 
11.228 41.422 0.408 0.154 23.797 20.306 -212.633 9.835 
11.221 41.423 0.403 0.155 23.629 20.141 -195.392 6.846 
11.22 41.425 0.402 0.157 24.089 20.628 -166.128 25.062 
11.191 41.427 0.38 0.159 23.369 20.501 -235.912 6.553 
11.174 41.432 0.367 0.164 23.457 20.01 -298.711 4.731 
11.2 41.433 0.387 0.165 21.896 19.679 -41.095 4.58 
11.223 41.433 0.404 0.165 24.11 19.894 -229.11 3.64 
11.24 41.436 0.417 0.168 25.479 20.404 -287.072 7.289 
11.228 41.436 0.408 0.168 22.971 19.263 -185.613 2.195 
11.133 41.506 0.337 0.237 21.501 17.877 -177.921 0.694 
11.181 41.507 0.372 0.238 23.812 20.169 -196.721 5.943 
11.171 41.507 0.365 0.239 25.411 20.426 -163.326 4.445 
11.133 41.51 0.336 0.241 24.402 20.109 -102.029 3.989 
11.168 41.516 0.363 0.248 25.182 19.673 2.02 3.573 
11.17 41.524 0.364 0.256 22.641 18.323 -189.557 1.364 
11.181 41.524 0.373 0.256 24.517 19.641 -214.16 2.888 
11.161 41.531 0.358 0.263 24.498 20.402 -226.871 4.642 
11.162 41.531 0.358 0.263 23.64 20.579 -566.267 5.654 
11.159 41.535 0.356 0.267 22.685 19.15 -74.249 2.399 
11.159 41.537 0.356 0.268 23.391 20.364 13.419 0.186 
11.156 41.539 0.354 0.27 22.717 20.176 -174.193 5.966 
11.162 41.544 0.358 0.276 22.897 20.451 -55.519 7.92 
11.151 41.548 0.35 0.28 22.915 19.643 -227.374 9.308 
11.148 41.553 0.348 0.285 25.489 20.056 -192.261 5.053 
11.148 41.556 0.348 0.288 24.678 20.597 -162.329 5.276 
11.119 41.564 0.326 0.296 25.045 19.651 -26.138 2.181 
11.119 41.564 0.326 0.295 26.561 21.318 -121.721 6.12 
11.166 41.575 0.361 0.306 24.687 20.011 -562.991 3.331 
11.166 41.575 0.361 0.307 30.469 21.931 -24.047 9.239 
11.15 41.583 0.349 0.315 25.992 21.082 -73.997 7.802 
11.087 41.596 0.302 0.328 23.235 19.593 -290.382 2.461 
11.111 41.602 0.32 0.333 22.395 19.028 -60.268 1.398 
11.077 41.604 0.294 0.335 25.527 19.985 -125.199 2.927 
11.096 41.61 0.308 0.341 23.191 20.162 -291.503 5.197 
11.118 41.614 0.325 0.345 22.077 20.065 -67.108 2.543 
11.082 41.617 0.298 0.349 22.664 20.442 -53.665 4.949 
11.14 41.618 0.341 0.35 24.713 19.927 -10.847 3.03 
11.054 41.62 0.277 0.351 25.377 20.624 -46.134 5.827 
11.082 41.622 0.298 0.353 21.468 18.378 -42.246 0.879 
11.12 41.625 0.327 0.356 22.642 17.987 -42.125 0.893 
11.099 41.63 0.311 0.362 20.989 17.729 -19.205 3.865 
11.132 41.632 0.335 0.364 22.084 19.9 -40.691 3.022 
11.131 41.632 0.335 0.364 25.059 20.547 -146.371 7.473 
11.081 41.633 0.297 0.365 23.965 20.143 -314.844 5.156 
11.134 41.635 0.337 0.366 21.579 18.691 -59.381 1.078 
11.114 41.639 0.322 0.371 24.125 19.254 -411.506 5.858 
11.104 41.642 0.314 0.374 24.953 20.804 -148.685 12.82 
11.104 41.644 0.314 0.375 22.666 19.599 -444.871 3.0 
11.117 41.646 0.324 0.378 23.146 20.069 -103.559 3.947 
11.089 41.65 0.303 0.381 22.251 19.738 -61.683 2.942 
11.089 41.657 0.303 0.388 22.761 19.952 -70.367 2.644 
11.099 41.66 0.31 0.392 21.388 18.513 49.078 -299800.0 
11.093 41.666 0.306 0.397 21.999 19.241 -72.241 1.816 
11.086 41.669 0.301 0.4 22.856 19.748 16.121 3.95 
11.086 41.67 0.301 0.401 23.994 20.631 -193.824 11.951 
11.108 41.674 0.317 0.405 25.128 20.189 -151.272 4.436 
11.12 41.588 0.326 0.32 25.307 20.916 -158.423 19.235 
11.374 41.83 0.516 0.562 25.079 20.377 -66.06 6.072 
11.377 41.833 0.518 0.566 23.898 19.762 -216.71 3.946 
11.46 41.84 0.58 0.574 25.212 19.752 -201.062 38.797 
11.46 41.84 0.58 0.574 25.212 19.752 -137.626 13.685 
11.329 41.843 0.483 0.575 24.905 19.589 17.097 4.577 
11.259 41.846 0.43 0.578 27.998 20.881 -81.764 8.747 
11.294 41.847 0.456 0.579 22.755 18.89 -53.5 3.203 
11.344 41.847 0.494 0.58 21.117 17.343 -56.985 -299800.0 
11.132 41.849 0.335 0.581 22.67 18.373 -93.352 1.82 
11.332 41.85 0.485 0.582 22.449 20.191 -35.384 4.264 
11.334 41.851 0.486 0.584 25.189 20.139 -47.535 4.426 
11.302 41.852 0.462 0.584 23.613 20.015 21.198 6.778 
11.148 41.853 0.347 0.585 25.542 19.846 -111.34 4.301 
11.297 41.855 0.459 0.588 22.9 19.896 -1.623 3.348 
11.34 41.857 0.491 0.59 23.688 19.758 19.157 4.552 
11.295 41.859 0.457 0.591 23.862 20.14 -37.237 7.065 
11.339 41.864 0.49 0.597 23.06 19.926 -71.781 3.355 
11.33 41.865 0.483 0.597 25.134 20.858 -129.877 9.722 
11.134 41.866 0.337 0.598 20.978 17.097 -121.369 -299800.0 
11.333 41.866 0.485 0.599 29.877 21.742 -76.858 11.738 
11.124 41.867 0.329 0.598 21.769 19.167 -117.351 2.302 
11.308 41.867 0.467 0.6 24.696 19.753 -105.1 6.222 
11.32 41.867 0.476 0.6 25.659 20.621 -122.537 10.923 
11.11 41.868 0.319 0.599 22.634 18.281 -107.653 5.213 
11.41 41.871 0.543 0.604 21.968 19.943 -52.546 4.677 
11.399 41.872 0.535 0.605 23.79 20.332 -71.616 16.451 
11.389 41.873 0.527 0.606 21.85 19.981 -54.769 4.178 
11.132 41.876 0.335 0.607 22.631 19.108 -112.219 2.176 
11.388 41.876 0.527 0.609 23.98 19.472 -18.833 10.86 
11.226 41.876 0.405 0.608 21.959 19.301 -55.933 2.47 
11.176 41.878 0.368 0.61 22.731 20.196 -124.48 4.897 
11.141 41.878 0.341 0.61 21.587 18.24 -106.802 3.572 
11.296 41.88 0.458 0.612 22.446 20.075 -77.727 3.941 
11.395 41.88 0.532 0.613 25.524 20.49 -62.017 5.466 
11.281 41.883 0.447 0.615 23.517 20.486 -55.807 13.011 
11.4 41.884 0.536 0.616 24.445 20.708 -37.924 13.004 
11.182 41.887 0.373 0.619 25.622 20.771 -60.236 11.561 
11.182 41.887 0.373 0.619 25.622 20.771 25.236 28.572 
11.172 41.89 0.365 0.621 22.813 19.823 -91.547 3.928 
11.155 41.89 0.352 0.622 27.237 21.169 -10.336 10.06 
11.319 41.892 0.475 0.624 24.931 19.774 -60.599 4.213 
11.309 41.893 0.467 0.625 23.145 19.631 -49.363 3.826 
11.295 41.894 0.457 0.627 23.388 20.388 -126.063 7.224 
11.311 41.895 0.469 0.627 22.522 19.17 -66.106 3.603 
11.277 41.895 0.444 0.627 22.04 19.416 -64.884 2.477 
11.105 41.895 0.315 0.627 26.575 20.496 -148.307 6.456 
11.151 41.896 0.349 0.628 22.61 19.639 -114.838 4.904 
11.293 41.898 0.456 0.63 23.411 19.843 29.329 8.923 
11.13 41.899 0.334 0.63 28.19 21.553 -148.029 10.094 
11.151 41.9 0.349 0.632 26.401 21.217 -109.495 12.647 
11.248 41.904 0.422 0.636 23.301 19.691 -98.899 1.261 
11.21 41.905 0.393 0.637 23.906 19.52 -131.435 3.807 
11.186 41.911 0.376 0.643 23.009 18.953 -92.487 2.953 
11.21 41.878 0.393 0.61 24.651 19.572 -67.34 4.031 
11.481 41.864 0.596 0.597 24.341 19.987 -69.717 5.165 
11.503 41.864 0.613 0.598 25.457 20.71 -19.121 4.909 
11.496 41.866 0.608 0.599 21.839 19.991 -101.377 16.612 
11.513 41.873 0.62 0.607 25.15 20.252 -22.387 3.477 
11.496 41.874 0.608 0.607 25.949 20.225 -100.875 4.947 
11.477 41.875 0.593 0.609 26.132 20.396 -115.374 5.751 
11.544 41.877 0.644 0.611 27.602 20.631 -51.306 5.119 
11.522 41.878 0.627 0.612 22.938 20.501 -299.682 9.303 
11.418 41.881 0.549 0.614 22.982 18.228 -60.088 2.513 
11.408 41.883 0.542 0.616 24.713 20.096 -66.649 4.111 
11.542 41.884 0.642 0.617 26.002 20.583 -47.804 4.45 
11.551 41.886 0.648 0.62 25.315 20.21 -61.15 6.393 
11.427 41.887 0.555 0.62 23.15 19.77 -36.122 4.586 
11.445 41.892 0.569 0.625 22.887 19.784 -52.269 7.412 
11.542 41.894 0.641 0.628 23.141 20.49 -537.874 9.348 
11.442 41.899 0.567 0.633 24.06 20.167 -113.437 7.58 
11.404 41.9 0.539 0.633 27.569 20.875 -32.126 7.447 
11.531 41.901 0.633 0.635 24.944 20.388 -146.428 4.927 
11.354 41.903 0.501 0.636 23.31 18.802 -41.685 3.162 
11.514 41.904 0.621 0.637 23.424 19.868 11.872 7.146 
11.301 41.904 0.461 0.637 27.765 21.567 36.855 8.996 
11.403 41.908 0.537 0.641 24.733 20.437 -566.798 5.447 
11.519 41.91 0.624 0.644 24.738 19.826 -225.415 7.398 
11.454 41.91 0.576 0.643 25.356 20.621 -54.284 17.266 
11.379 41.911 0.519 0.644 24.516 20.38 -82.329 6.001 
11.32 41.911 0.476 0.644 26.242 20.535 180.474 18.654 
11.482 41.912 0.597 0.646 26.581 20.181 -75.953 4.705 
11.503 41.912 0.612 0.646 25.633 20.493 -141.952 3.722 
11.43 41.919 0.558 0.652 25.314 20.548 -95.641 9.191 
11.553 41.922 0.65 0.656 27.968 21.364 -116.005 6.544 
11.328 41.923 0.481 0.656 26.811 20.3 31.822 14.623 
11.316 41.926 0.472 0.658 24.097 20.124 -111.513 7.064 
11.475 41.926 0.592 0.659 22.293 19.866 -32.497 12.556 
11.345 41.93 0.494 0.663 28.201 21.105 48.036 9.711 
11.481 41.932 0.596 0.665 26.003 19.753 -86.491 1.254 
11.427 41.934 0.555 0.667 23.582 18.888 -40.692 1.978 
11.403 41.934 0.538 0.667 25.394 20.29 -22.045 4.711 
11.343 41.937 0.493 0.67 22.241 20.441 -123.779 8.293 
11.21 41.942 0.393 0.674 25.831 20.782 8.964 6.065 
11.213 41.944 0.395 0.676 30.227 22.313 -65.86 18.042 
11.224 41.944 0.404 0.676 29.433 21.482 -59.972 10.218 
11.378 42.054 0.518 0.787 16.459 14.652 47.451 0.17 
11.534 41.944 0.636 0.678 24.781 20.62 -98.156 3.957 
